pubchem_CID,IUPAC Name,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
90232,ethyl 4-ethoxybenzoate,492180,700518,681167,689525,440372,733704,587448,1186277,850577,977010,723816,664718,829256,802057,1019130,708582,850336,578815,720821,869466,478354,230407,471473,284829,693017,600865,509030,656971,877556,635280,232741,578077,402576,668675,894095,707818,1234267,743244,420274,780715,779880,749744,730893,476906,1024800,555271,755078,842281,476871,435341,233818,473094,534093
7165,ethyl benzoate,13758.92,21129,14809.3,15891,5098.709,13998,7888,12833.67,25233,6789.426,42995,28249,14359,9327.075,7090.311,11385,10772.44,13516,16627,21775,32167,6992,36473,19558,28379,34356,14460,26327,37353,23062,4153,16071,27122,8574.587,11285,6461.163,5727.424,3749,14398,31387,26034,16260,24255,26194,51268,3657.483,29821,66017,28591,12615,17483,41172,15576
3102,diphenylmethanone,25543,41491,63219,50510,24284,38965,21631,59740,40865,28744,13554,30570,31111,21218,62609,35503,35262,51538,34201,23416.25,14542,21579,24343,23841,14523,9874,25532,13223,15480,20235,18100,8240,11946,9139,28640,16992,42518,13880,28383,21777,44644,39771,16708,16361,10474,30851,12137,35695,33845,13840,28651,11225,11930
7222,"1,3-benzothiazole ",30504,35181,48312,37634,17444,30550,23398,58372,48546,29724,29359,57031,27591,21072,26383,29376,28113,33809,34749,34526,25005,17753,24955,22381,10568,16567,30186,24363,22064,15846,10929,26134,25747,18781,19363,33004,11099,26176,31318,13930,35220,38819,22673,19824,29370,902.2858,12022,44006,15928,9155,24657,23207,11641
244,phenylmethanol,94873,230146,274172,142833,101951,106632,100782,846639,170301,86997,128164,196633,147223,17034,109324,108379,83877,432046,89190,627548,348395,67379,103975,641.906,32218,174377,94355,55973,158932,271758,45592,61451,762438,169753,102909,64488,49838,214088,112881,130773,143011,146336,211197,190925,76852,1149.907,49277,124778,119272,47605,130742,105357,49808
2537,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",61459.33,82355,87039,33614,96408,31747,26196,80921,40617.67,46597,23192.29,94174.38,25002.22,17492.44,88586,19831,25783.34,21157,21825.66,15526,35081,13731.91,70003,18245,20523,16269.1,22719.54,19569.03,13656.22,13986.01,9136,21296.81,43454.39,16812.18,13440.47,29524.2,74751,26290.42,84688,101582,19935.4,85438,22894.99,45672.76,408342,10557.13,67148,26699,14528.7,33392,51278,15265.87,55997
8343,"bis(2-ethylhexyl) benzene-1,2-dicarboxylate",33241,23338.35,25916.01,8100,14339,12611,7830,14548,19485,10727,13013,19559,40837,14432,11776,21599,13398,8688,14968,3294,4347,5267.652,10151,4121.114,4645,10566.99,6951.866,19159,5746,4342,4181,3360,4205,7243,10617,21118.73,4780,2970,3220,5203,9817,20195,2892,5905,6791,885.989,6661,17263,3398,4488,8749,3249,3779
13357,methyl 2-methylbutanoate  ,383.431,95028,63710,71838,82531,84966,2098.569,80624,70378,76793,90663,65301,89871,1460.287,1074.809,91953,1914.159,37382.2,2250.323,3410.32,4102.966,6264.271,20040.88,105.0212,69831,1163.502,963.4532,73081,1.72E-08,1.21E-07,2213.513,19149.2,10227.75,89691.52,62664,65691,65456,61138,71884,97637,68322,67421,84536,99113,7.97E-09,45898.08569,655.1787,65431,43588.3,80118.12,65.68266,70051,72465
12180,methyl butanoate,881.8679,117153,75995,81712,95370,91393,372.3233,88901,69924,91182,103238,70673,100588,28362.28,60237.95,109929,527.3173,7982.722,16500,18728.5,1553.058,155961.3,597.882,1950.221,81866,10231.12,14974.1,89896,16584.33,2862268,389201,13111.59,3862.493,99756,64216,67069,80712,68861,89350,132378,72438,76305,102410,130540,126.7038,121079.1497,7323.902,74314,63815.56,103250.3,4441.263,93336,93765
85781,bis(2-ethylhexyl) carbonate,24816.91,23680,27711,17872,27021,47809,10364,37397,35280,44197,19426,23305,28455,28659,84863,76826,65020,23618,28521,28456,8664,12549.91,9958,9455,8379,9954.453,21029,27433,6787,10552,12941.44,16583.56,9679,31331,29088,32576,76367.75,13250,13628,12865,29095,50303.44,16766,14893,16335,14592,12638,18391,9807.907,9624,9452,8845,9905
91691497,ethenyl nonyl carbonate,43773.93,79638.89,70524.61,50852.2,49344,71294,46195,74696.81,71894,55829,70600,72549.35,91115.49,46303.78,69933,68277,82854.83,67664,77161.66,43181.25,42554,41595,45277,5090.211,46651,47649.12,82301.17,40847,45577.85,40585.23,17290,46541,44976.47,75768.33,67903.93,54396.87,60537.12,63286,66462,68443,61614,63239,82311,88904.32,70630.53,56844.58,73100.78,63354,35639,38450,44124.39,41454,38241
9268,cyclododecane,860632,1133157,789319,541806,190582,415001,729954,1142505,586267,363333,65787.54,385756,1055024,76200.45,1121467,720677,1223544,1233158,592716,524120,382530,313988,861263,328539,327774,245439,368243,518411,424750,698429,286157,50576.26,290228,84684,511246,163039,1189518,326818,417796,703709,454357,1322673,1081971,729805,40878.51,1187806,707170,782702,611105,265277,425124,397628,373279
15595,cyclododecanol ,14427,13672,9784,3754,4553,5713,3957,12748,7036,7016,7389,6824,5374,6060,5559,6352.681,5128,5243,4466,1502.42,1623.141,2124.56,3878,2257.966,2050.278,3123,2319.016,1796.927,1683.441,2765.666,2050.384,1361.197,1659.312,1870.941,5844,2988,2543,2124.173,1884.819,2353.174,6370,6281,2001.3,2037.194,3051,1868.853,2358.112,2960,1487.373,1396.62,1631.244,1040.442,1493.462
7874,"2,2,4,4,6,6,8,8,10,10,12,12,14,14-tetradecamethyl-1,3,5,7,9,11,13-heptaoxa-2,4,6,8,10,12,14-heptasilacyclotetradecane ",12669.05,11765.74,23323.5,2562,6374,2649,4851,21769.97,6611,12659,12489,3583,21453.75,12730.02,10029,3058.246,17656.24,3577,3354.116,12239.47,1923.897,2856,3741,3666.086,4253,9320,10835.08,2626.889,11852.06,15279,892.8911,9404,8518.451,26755,4714.681,17214,6748,12989,3857.921,11312,1834.301,14402.3,12057,24128,34886.43,6071.904,12694,4618,12700,4532,2668,2988.167,6616
1254,5-methyl-2-propan-2-ylcyclohexan-1-ol  ,107781,101234.7,129915.1,106651,99707,139591,121285,222605,128341,118280,146987.3,110786,76297,205552,156738,401616,200885.4,149141,151828,72055,72497,68071,106931,95281,55988,56828,86578,96700,50654,43343,67989,115938,58981.06,97852,82609.17,470191.5,126098.1,97799,193490.9,201092,82544,153097.5,95640,138863,410198,20707.25,107371,267901.7,49431,114863,82418,44738.53,77473
7967,cyclohexanone,15556.8,60200,50778,38070.95,10165.36,27647,6824.334,60469,32990.77,15681.98,41860,48182,122595,13236,27315,18946.28,1126.277,70879.88,27072,68622,65736,19395.42,42298.33,4611.665,7391,9802.796,27943,21240.03,24705,12696,3084.9,22559.1,78550,15205.46,66085,36723.56,28171,13312,27810,37196,15241,46292,28954,19428.52,13610,1009.145,15465,29195,12457,6196.505,46966,37247,13037.16
11172,"2,2,4,4,6,6,8,8,10,10,12,12,14,14,16,16,18,18-octadecamethyl-1,3,5,7,9,11,13,15,17-nonaoxa-2,4,6,8,10,12,14,16,18-nonasilacyclooctadecane",18819,38272.26,19668,18679,18089,42144,14471,21559.02,32165,25181.4,16159,18587.09,28148,20142,24637,21822,23857,18427,38869,15870,8435,11395,15258,10252,15226,18031,17965,11393.92,11469,9828,12758,13010,7640,17574,77320,62345,16151,23484,20054,11630,21081,67198,18972,20652,14972,11933,11913,16661,12055,7279,12352,6905,9779.215
11170,"2,2,4,4,6,6,8,8,10,10,12,12,14,14,16,16-hexadecamethyl-1,3,5,7,9,11,13,15-octaoxa-2,4,6,8,10,12,14,16-octasilacyclohexadecane",51096.98,148555,65098.44,51782,58110,153443,35706,85803.37,83238.22,74003,44067,53650,85272,66514.37,59883,73066,66302,49265.4,140469,40891,21367,29843,52698.91,26831,50463.44,65359,44853,31323.78,28744.09,26196.25,30313.07,30562,19136,37711,227446,172211,60635.85,55532,64264,30212,62835.41,153486.2,51635,53104,36527.37,31262,29625.7,49253,29786,16670,35078,18575.85,21996
544716,1-heptyl-2-methylcyclopropane,10036,18007,16245.12,9127.867,10513.21,14318.88,9748.109,13014,14256.02,11055,13907.05,13640.54,14219,4665.365,15896.54,12169,13634,12672.01,13707.35,6572,7121,7132,9990,672.9172,8590.966,7899.103,6842,6877,7039.91,6856.505,2390.436,8007.871,8115,15895.75,13476.06,10128,9907,11379.05,11548,13857.35,12163,14656,13135,14087,10994,689.4329,14993,10655,6508.486,6846.19,8358,8358,8816
67524,cyclotetradecane,259045,102445,28424,1865.345,2954,4078,1823.724,691736,3884,4949,5050,6172.156,3583,3135,6052,5514,4773,5222,4710,2207.241,1737.651,2822.421,147276,6063,2274.679,2496.244,3541,2536,1873.613,9499,3164.703,1912.902,2480.191,4453,200472.6,4019,3166,2157.906,1694.081,3365.382,6287,254267,3714,1983.474,4039,2455.309,2133.467,4681,9406,2231.99,1471.049,1482.713,1911.647
11169,"2,2,4,4,6,6,8,8-octamethyl-1,3,5,7,2,4,6,8-tetraoxatetrasilocane",3416.014,4805.294,6819.664,3433,6017,5703,4712,5886,8007,5280,5486,6575,5679,9460,5178,5566,5842,4732,6572,3855,3091,3946,3904.192,3830.254,4814,3180,8083,3536,4187,3389,4198,3601,2703,5206,7025,6019,7349,5342,5816,4800.155,6384.549,6601,5457,5387,6350,232528.1,6530,5201,3003,5548,3727,3100,3487
10914,"2,2,4,4,6,6-hexamethyl-1,3,5,2,4,6-trioxatrisilinane",292225.8,1113944,406446,368076,659296,396334,5224,338628,503476,285740,423491,451891,595346,541113,408466,556764,9184,279711.3,187632.2,3328.675,288030,303424.6486,339648.4,649.8689,402524,37378.71,32072.7,237303,36850.63,51119.65,1263.736,221013.8,147846.3,519469,372830,186326,654861,390956,315175,354222,383823,402752,399390,412660,263044.6,213.9573,15878.87,281746,438663,219283,70572.53,235566,238632
8175,decanal,247685,210316.9,162560,8429.55,11371,30831,42556,54945,62096,50900,77290.74,36339,8122,11320.55,7648,15947,22006,16658,12261,3258.905,2196.46,2606,4356.027,3510.359,2602,3718.327,3450.252,3903,4483,4930.481,2598.93,4276.881,3001.094,8370.953,6057,7282.764,2394.248,4429,5620.877,4310,11710,9011,4235.713,5365,13878.21,16276.3,4166,4372,3383.592,3245.189,2772,2697.587,2669
15600,decane,30341,46596,40766,24664,28559,42236,27594,38601,38348,32386,43874,33838,41656,12123,39363,35503,39942,39506,38356,21519,23588,21917,27822,775.7346,26276,23864,24905,22615,23645,21216,7032,25129,24950,40543,38894.23,28278,28175.49,33870,33574,42050,34767,34900,41864,44757,34428,14597.25,40989,35929,21047,22317,21590,23395,21132
17835,4-methyldecane ,42502,71883,62133,46258,43475,68280,41554,84788,71517,52894,133045,67837,74692,28143,73165,64163,76002,77207,70423,46781,74739,38024,82050,42625,82210,67144,46246,43110,64908,51232,16069,55965,54046,70271,69314,58600,52837,108904,55727,116475,64291,56746,95557,100552,94747,40410.13,109209,115696,66336.32,45190,41575,52145,48562
8194,dodecanal,29404,28550,21702.75,13966,9540,13880.15,11755,15551,19333.33,13634,12169,10921,19338.27,9125,20769,15551,26300,27307,12546.6,6154,8579,7924.233,8038,5336,8680,7314,8945,9476,7775.915,11214.4,6219.907,2335.653,7343,4747,11380,6664.76,33988.93,6995,6761,16132,14655,12189,12460,15486,5426,18355,15672,11188,11544.08,6404,6006,8198,8178
20282,1-iodododecane,64643.61,71353.47,48145.75,24415.02,17936.88,24105,33524.27,68583,54038,31466.1,133124,39889.54,51507.02,18781.97,41210.87,28568.53,50461.65,51920,37894,36583.73,70337,12602,74055,17843.71,78727,71788,29312,33842.77,80593,52782,6219.321,40511,39454,28513.8,42733,32434.1,28153.76,100800,22923.42,95826,34875,23321.25,66747,77019,87741,62574.34,87599,121115,66227,33808,20488.8,45874.2,39752
75084,dodecyl prop-2-enoate,21204,28072,13693,9666,13433.86,8733,3748,58412.54,8026.467,10266,3683.818,9339,4817.01,3851.437,11463.13,12122.73,8123,258130,10729,6009,5975,7732.484,20500.17,7672,5576,5498,4509,8443.008,5134.768,5358,4819,1369.528,6237,2287.186,5538,2736,10881,6327,5392,11900,8313,28757,13353,15822,3271.213,12847.78,18600,10334.67,16115.81,4182,8813,7023,9265.943
8133,2-butoxyethanol  ,86872.07,200303,148753,481274,91573,60535,75639.74,63585,81589,270483,156727,237592,150029,267998.7,89004,47802,49982.26,116826,74031,46825,29674.32,46963,81020,2832.287,84839,86852,61371,45368,66463,199262,6279.93,121272,76715,183973,53636,96431,65010,116533,253407,99274,256954,84345,166749,188458,67626,11104.95,219127,575033,150755,36833,256555,217505,171770
31236,2-phenoxyethanol  ,207937,131457,326175,204560,9795,34387,7415,177229,53919,5753,13187,120898,26295,10887.34,6688.66,58440,21839,60916,41633,122048,78570,11216,63418.39,21606,2124.815,9429.063,43901,13069,83390,55710,15125,3866.594,82553,15211.58,16966.25,3118.069,7212.351,18156,36867,8888.784,48182,151947,19206,11394,7416.283,308.9808,769.4727,60236,17883,2963.55,48314,23345,2786.441
22568,2-phenoxyethyl acetate,16519,17528,30816,30844,2407.843,13955,9411,23994,26029,615.9293,4818,24645,7861,1119.334,701.3539,21922,13546,12820,23062,13931,8937,10257,9910,22128,299.2566,2508,13557,12473,8329,1196.318,9895,2535.735,13184,4613,5816,688.4479,163.4478,2682.507,14643,574.3793,41839,19452,7239,2111.561,1079.967,21599,303.6089,35021,975.2738,1131.297,15507,14528,180.0504
23229,1-(3-acetylphenyl)ethanone,5888.413,28092,44982.82,56515,15839,9741,4849,10395,4730,1112.745,31654,1341.325,26161,15323,46646,1488.8,8152,9851,2030,6072,1330.123,1971.137,5743.871,2034.4,3691,2641.896,3244,494.7063,26999,5307,892.2012,3221,671.0995,3885,4649,9172,8769,978.5074,448.2617,3317,2691.742,10059,399.3395,8984,19584,10250,280.8482,948.7677,10608,1604.729,3312,177.947,6382
7500,ethylbenzene,52271,114571,94620,105344,324815,180533,45443.4,90913,80001,51234,286724,95155,172231,39806,103207,130346,5116.123,201078.2,156455.5,23160.85,98697,12501.95,68125,106498.4878,55719,60314.41,53263.6,63688,50128.95,64809.55,4434.647,143817.4,78238.86,218061,64574,249379,85310,121748,81764,101094,150149,98783,135054,216632,279858,5932.788,59688.59,117653,98691,131659,59976.55,85906,69245
2758,"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane",43960.71,66959,79276,27984.44,10048,18471,8161,53170,18485.23,37602,11951.51,49654.77,19942,8176,43898,9300.58,13237,43696.92,15265.56,82378.79,41731.2,5725,44036.48,12985.49,12863.85,26524,7950.2,7637,12113.53,25039.57,2264.218,9845,66683.23,22237.23,11105,27640,38696,23158.25,36951,31805,15664,60122,20124.65,20391,20861,6071.594,53816,12683,15835,6920.105,28403,12022,37095
91695625,4-O-(oxolan-2-ylmethyl) 1-O-propyl (E)-but-2-enedioate,13315.06,4824,9234,5264.923,3773.958,5112,5114.504,13733,7249,6854,17656.67,7805,30596,31548,10700.53,9121.785,10771,7703,8296,5044,16295.67,2031.208,89643,4889.118,25072.04,229783.6,3157,32203,190864,117340,1212.672,6446.092,8185,3271.277,17832.05,11980.61,27790,5287,3830,16751.4,5892,5678,12451,20696,33603.47,33321,12269,15467,8165.709,7118.395,3126,9369.922,13565
19602,2-pentylfuran,1705915,1935782,1796996,2033090,1796892,4185722,764876,2402561,2427561,2887269,523325,2319862,1767355,2394305,6454553,4434374,3415302,628519,2890366,2031271,277782,317710,305060,287405,275092,304330,1549581,1819303,481209,313513,329399,1252466,287490,2384842,2331307,1657759,3896589,827917,1145421,489480,2780487,1890431,595796,522553,543474,500702,479481,628959,305576,315393,285953,270355,307170
160669,(2S)-5-amino-2-(methylamino)-5-oxopentanoic acid,554.3914,104543,79652,73158,84972,81927,1411.246,85130,78110,77462,97763,76938,98080,19870,95131,95783,624.0789,99999,99370.94,19040.75,56607,12006.05,74817,175.9564,60700,37433.89,44049.95,57815,30076.51,25098.73,4639.959,59875,58931,97887,69464,60597,74958,67290,74569,96492,71241,78496,93326,104875,155.7644,139.908,56079.16,79625,45130,59802,46827.78,58924,55590
11636,heptacosane,14497,24083,16400,11698,9605,20774,6634,22277,16182,20103,9490,15675,19165,20719,16296,16894,20523,28293,13605,9993,4711,7034,7241,5824,10806,9432,9749,8003,9215,6262,4466,6642,4452,11066,21401,17601,27284,9824,10785,7981,18010,36485,7941,7139,10046,9327,6546,10426,4632,3648,9387,4147,5090
29036,"2,6,10,14-tetramethylheptadecane",2595.007,2823,2106.031,2203,2215.956,3802,1692.612,7030,4499,4911,14839,3371,4167.045,4192.187,6430,2461.024,4786.966,6766,3455.216,5576,7767,1764.298,7775,1924.055,17494,20402,2215.038,3954,16656,10921,873.6743,5892,6168,1835.915,6264,3395,3740,4894,2553,14497,4394,2297.499,10531,10220,17743,4474.518,8572,13132,8269,5130,2184.631,6040,8983
41209,"2,6,10,15-tetramethylheptadecane",6065.651,10116,9636.729,7363,6305,15907,5628,16442.42,11850,13963,5864,9964,17180,13289,13974,14580,18557,10208,8828,8816,3868,4546,3832.734,3719,6521,6137,7904,6179,7719,4822,4295,5909,3574,7753,17281,13934,22762,6060,8659,5582,14794,30624,6148,5643,6583,6915,4625,6246,3462,2739.597,3486.483,3164.308,3548
16663,4-ethylheptane,18432,24602,22922,14452,13851,20522,12486,34189.98,21822.1,15639,98871,22312,23807,7635,19761,19166,21753,26298.98,22530,25729,57235.89,11129,62423.71,5716.063,60261.77,50474,13632,19366.37,47917.37,36947.65,4525,27170.38,26765,21383.35,25659,14448,14028,73876,17601.72,71913,21371,17444,43356,48407,51079,4650.832,72056.63,90621.35,52640.31,23360.17,12652,25306,24611
11006,hexadecane,30032,38287,33884,25083,23847,38265.83,20955,46248,43356,41115,73999,35436,34571,29257,40057,27857,40393,39838,28608,30950,39587,17338,34384,17670,59779,56084,23341,28293,49337,38483,13347,34163,33806,22154,42130,30098,32492,30154,27325,66954,34460,32741,61955,60287,77149.14,37005,55812,60361,39601,28783,21333,33710,41137
558451,1H-imidazol-2-yl acetate,5857,20263,19464,8601.165,33225,13679,41617,63664,30323,71022,3374.499,33001,15065,1900.485,31546,26116,34236,1114.187,39348,31350,1868.359,1512.532,1849.699,222.329,9865.188,4856.428,14940,25989,47516,2703.322,5254.742,26880,1680.219,46132,30974,34774,99768,10701,12954,2688.434,46390.75,129296,1718.35,2142.962,20193.87,7089.595,8842.53,2906.294,1996.885,877.6471,1423.053,3434.87,1179.921
557859,"3,7-dimethyloct-7-en-3-ol",2678.293,2951,7541,41815,4323,6677,14615,8350,13381,8748,14004,1920.439,4084,6306,58487,12774,12031,9491,3630,4704,3442,6339,9338,26597,38359,4044,6670,2946.765,2490.093,3252,6298,5935,2940,2317.7,8392,4101,8737,5781,3830.062,11164,3612,4446,10278,5250,6809,7639,6268,20650,3049.96,7759,2125.78,2891,5606
4133,methyl 2-hydroxybenzoate,12436,13283,15858,7423,8770,9886.118,6846,19717,9309,59823.78,5849846,15367,5072,2627966,75838.4,10512,9874,8078,6656,5542,5091,4562,11980,6368,4625,60731.18,6492,9203,4559,133329.6,3043.951,4299094,10285,4270871,29917.72,4509377,54664.16,149263.6,10677,57838.03,5920,16527,7524,186563.6,5706606,49.61518,10608,21137,137957.3,4115,8284,5793,7169
570742,N-(6-hydroxyundecyl)benzamide,13212.74,6938,7595.289,7581.375,7996,7143,5854,10773,9952,7964,9409,10972,10405.53,14242.69,8651,13137.26,15607.71,8054,9603,6543,6650,5140,6543,3481,5449,5430,10482,8172,9171,5731,2693.047,4038,7626,7754,8790,7845,11293.15,2470.234,3589,4600.1,10031,11137,3895.68,6228.67,21707.76,522.8751,5112,11680.37,7499.508,4519,3702,5915,3318
79882,"2,2-dimethylpropan-1-amine",2779.755,40203,22601,21359,2319.362,11602,1737.986,14876,19804,2883,4430,32485,23887,824.7739,4391,10576,822.2466,23816,25507,10461.5,7763,5363.524,12173,30.73825,730.6506,2893.142,12165.11,14448,17855.5,4717.88,44.22251,1984.839,20937,5115,8079,2645.478,2987,4033,22402,3446,14699,16092,3051,7007,3263,2587.568,959.7144,24048,3658,967.6307,24032,21416,2330.26
13544681,N-methyl-N-[2-(methylamino)ethyl]benzamide,97420,159891,110765,165803,19903,115937,114208,69131,275158,10994.27,76042,302046,199093,25429.54,14327.31,78400,101183,63452,243436.4,73308,71931,68490.85,107967,194928,6414.426,125690,131321,183020,57607,90350,34502,85484,125177,222947,452847,27904,8085.573,67399.04,166342,11139.64,209568,155966,125176,59213,101303,2.80E-07,13149.63,319352,74586,23855.05,235985,301943,7581.549
537332,5-ethyl-2-methyloctane,2694.246,5271.946,4351,3073,3366,4969.507,3367.665,4286,4519,3378,8287,5153,5212,1381.822,4472,4553,5211,4585,5665,2381.611,5274.134,2561.554,4762,13567,5249,4845.239,2561.2,2252.116,4178,2747.727,1068.089,2419.487,2928.171,5497,3809,3360,3023.609,5205,4185,7200,3795,4197,4767,6240,3642,261318.9,6098,8811.275,4393.316,2296.52,2634.931,2336.078,2518.585
9602988,methyl (Z)-N-hydroxybenzenecarboximidate  ,1070607,1243353,1259338,1058525,1199985,1410591,7156.241,1053665,1427406,529986,1498736,987137,1150799,2066419,903695,1146379,1413527,891825,1225449,605889,518252,592310,277716.3,1885.714,698114,410883,710210,566174,801540.1,574102,523347.5,320788,647158,808180,979434,679731,963039,669714,792233,576980,932966,1044324,667780,737360,1031402,446.8976,542428,673348,464514,437639,358760,406838,525993
2879,4-methylphenol,293093,9654.62,45720,20177,7243,8716,19713,10948.09,6817.137,557535,8675.06,290518,3198.229,3047.748,16358,4026.162,6546.232,4804.011,169714,9043,4695.271,33328,7642,4839.745,638365,184955,26445.66,18093,26008.8,71778,186855,8279,43948,32596,43255,457191,1190.31,28902,15846,2148.064,87659,7502.82,8375.855,17613,1627266,436.2037,334951,3893.051,20426,2150.186,24886,101369,6561
22545,7-methylpentadecane,47238,78644,68732,46655,43420,74673,46348,75248,71484,58602,76076,70494,77885,27394,73215,71930,76179,70644,77093,43633,45140,43258,51733,31778.44,49124,45290,43546,37925,40845,39236,17745,45298,46648,74943,66274,53335,53657,71678,63452,74701,62343,65030,82729,88420,68982,6401.862,76993,71227,36938,37788,43377,43154,40360
21205,methyl 14-methylpentadecanoate,8513,8342,9156,7260,5046,9503,3560,8685,8987,9548,17654,8469,8499,25635,10703,12257,8863,17397,9224,3718.889,6793,10889,7262,6910,8570,7284,4704,7892,3952,6751,6423,4347,7557,6403,8576,7340,12702,4699,4540,10795,8921,11113,10990,9171,12215,8184,11016,10890,6660,5500,5320,4796,5539
5367937,[(Z)-pent-2-enyl] pentanoate,17134.37,19780.38,23157.43,16508.09,13837,11970.72,8505.269,22211.95,18712.85,10349.77,13902.7,10972.2,19925,20033,22514,13105,16865.32,14505.85,11871,6821,5425,6332.242,6873,5599.609,8012.176,6253.057,7623,5857,10887,6175,4307,3963,5391,6566.67,13884.84,11734,16161.43,7314,6303,8495,14315,15558,8147,9182,15863,13222,8958,8082,8107.129,4982,5933,3288,6414
460,2-methoxyphenol,156493,263710,150737,105124,57367,117891,142677,83478,95565,38097,168134.9,224613,84130.6,54223.23,24802.34,57144.45,47174,62488,105055,39574,31928,66906.79,160332,71562,9025.782,188373.7,69169.24,82542.68,105725,211116.3,37170.43,180172.2,59309,279758,244918,124659.7,8898.012,178221,123872.4,24186.64,79458,227793,222816.5,202466,66490.05,8130.96,27816.69,149015.3,145790,50677.26,154438,115412,16372.13
8814,"4-(2,4,4-trimethylpentan-2-yl)phenol",19271,10098,14218,6313,7415,11552,5268,30956,11215,11433,8979,8261,7633,9037,15988,17311,10270,7587,5256,10053,4266,5260,13314,5070,4697,4045,7593,7496,4527,4696,4398,6186,4256,8916,12456,4768,9392,5724,5400,6660,10960,23983,7167,4861,5729,6419,7285,8174,3969,3969,3462,3154,3294
6643,4-(2-methylbutan-2-yl)phenol,15532,19755,13705,5926.418,6769,9345.978,5016,23260,8518,8837.796,6985.231,6514.405,5974.501,8065.251,13547,13359,8180,7218.207,5212,6854,3564,4254,10847,4536,3630,3524,6677,5852,3817,3485.612,4045,4181,3303,6416,11314,3849,6751,4788,4551,5881,9812,20368.17,6184,3823,4330,5088,5891,6853,3365,3475.843,2805,2419.016,2810
522537,(2-ethyl-3-hydroxyhexyl) 2-methylpropanoate,4963,14339,8954,8326,3385.53,6567,3264,8296,7945,3105,5051.292,11282,7029,1426.239,4354,4659,5403,7850.898,7431,4808,4527,3061.339,4595,129.2134,2453.08,5078,4137,4320,6242,5318,1280.529,2886.892,5535,5183,77476,2644.471,3200.604,6952.506,6897,4275.972,5324,6835,5607,6344,4166.59,117471.7,5311.806,8231,5329,2028.471,7769,5637,2425.71
622436,trimethyl-[2-trimethylsilyloxy-1-(4-trimethylsilyloxyphenyl)ethoxy]silane,63154,163957,81069,54720,95460,92310,66030,96139,96901,89945,587756,86224,118916,84908,81119,63365,108718,73549,94800,341986,388381,46432,404962,55735,495766,1020251,74475,232229,1321221,677174,44689,312754,318396,72822,296334,176256,66359,99430,93287,392258,76648,90992,575951,496758,846876,380.5674,373041,542554,401934,280205,53272,344647,359075
7976,2-methylpyrazine,568725,4217083,5189424,1907516,1045154,3595435,5844014,1278894,4365749,2942701,4129104,1521060,751200,225337,3537275,835914,382354,213957,569245,1041052,971713,1076061,864482,39499.46,1647808,1595436,455364,583140,543596,1396489,176901,2831740,682397,5594969,3667250,5329500,384097,3547670,272639,1072749,8681477,2035822,1189127,291605,292697,187.2533,1028817,1631451,1766460,1004133,1116418,944368,1680280
10969113,(2-methoxyphenyl)-trimethylsilane,1866.421,62159,33281,33417,47504,29257,612.0331,34133,37573,34751,24182,40774,59170,28685,43023,44563,1317.815,24098,42552,26156,11870,19085,18191,1.744269,18475,13519,16975,13301,55607,26012,11068,18178,16059,40031,27972,12873,49519,31543,32182.91,23840,29542,23596,34793,31233,15496,244595.6,22979,21114,22052,12924,14733,12335,13158
91726212,4-O-[2-(2-chlorophenoxy)ethyl] 1-O-ethyl butanedioate,9492.295,30837,28959,9275.08,1541.204,5218,9681,25114,1659.678,15301.64,6358.892,23938,4859,4903.651,17244,12382,7895.407,12829,15782,5558,6708,5952,10924.04,6616.822,1211,15628,6157,11604,2750.799,14185,9718,6112.424,6454.595,9427,2075.524,12855,5650,7627,7960,7834,7785.055,12971.15,7199,6333,2445,6480.662,7097,20992,5275.416,3870,12501.2,3252.846,5262.583
6421048,nonyl pentyl sulfite,9401,19659,18573,20222,9662,19539,7256,9786.961,35735,3052.859,17515,50127,22935,11998,7207.249,14047,10067,13374,40520,9462,6673,4635,11642,2694,599.5112,21726,14450,13124,18746,20294.01,3875.807,7550,12337.22,49980,11992,24558,2997.868,18420,26115,3100.972,10824.62,21627,21159,36050,22266,4035,3189.103,17309,12330,5404,17961,25911,2412.215
11230,4-methyl-1-propan-2-ylcyclohex-3-en-1-ol,37270.8,71895,39959,40154,32188.99,23399,13886.14,26074.46,44794,18557,31620,41781,54095,34285.75,20354,48453.25,23208,20896.38,27331,25399.22,19883.22,9247,34953,32860,9591.897,15240,20822,19210,13614,24996,7548,15087,18361.79,42563,21001,63699.82,24313.26,30278,43961.85,34789.28,34007,30956,38597.33,48929,52428,186129.4,18256,113106.9,23074,12309,45662.97,42662,8639
9256,"1,3-thiazole",12407,12449,17473,7487,6458,6059,3877,16855,9529,5826,12392.68,8756,8690.487,6824,8296,6246,8488,7045,5121.279,5450,3928,2800,5516,3175,10154.38,4865.247,4789,3046.102,5731.48,5290,2077.282,2920.109,4527,2771,7011,4795,4996.007,4127,3159.699,7153.323,5993,9665,4894,5542,10265.9,4162.657,4885,8769.138,5948,2820,3017.665,2579.722,3632
